Difference,Predicted,Test Data
679,1979,1300
-69,1130,1199
-150,1649,1799
-22,1077,1099
-38,1061,1099
-34,872,906
68,1065,997
4,751,747
-183,2916,3099
-460,639,1099
-340,1559,1899
-3005,3394,6399
-14,1385,1400
81,2681,2599
107,3307,3199
-104,1195,1300
204,1804,1599
226,1022,795
32,610,578
87,842,755
500,1600,1099
231,1331,1099
-191,3108,3300
-115,984,1099
152,954,801
-46,572,619
-83,1516,1599
-15676,823,16500
1508,2908,1400
-445,2154,2599
-1140,1059,2199
-1017,1782,2800
165,1665,1500
-789,3310,4100
-426,1273,1700
223,1423,1199
68,1668,1599
45,1345,1300
-657,2542,3199
-128,971,1099
23,1723,1700
269,2869,2599
181,2181,2000
-6,737,743
-485,2114,2599
-114,2085,2199
-1488,2411,3899
-416,783,1199
42,1842,1799
-76,923,1000
-158,2641,2800
-136,1363,1500
-537,2062,2599
-130,828,959
-69,1630,1700
-150,700,851
-28,7571,7600
38,1138,1099
-538,1361,1899
-586,813,1400
-159,745,905
-18,809,828
-389,1110,1500
-2573,8926,11500
-1083,3116,4199
667,8367,7699
372,3672,3300
2175,2917,741
-181,1018,1199
39,1239,1199
-149,1150,1300
655,1488,832
-216,1583,1799
-131,8768,8900
-818,2181,3000
322,1622,1300
-435,2864,3300
43,1243,1199
225,2125,1899
-836,3763,4599
-54,1045,1099
-104,1295,1400
-15,1184,1199
-56,829,886
-28,816,844
-145,1354,1500
-484,2815,3300
-1235,17164,18400
-354,3145,3500
-203,1196,1400
-509,2290,2800
78,1978,1899
-939,1760,2700
-420,1679,2099
-94,621,715
1182,2282,1099
-2662,12937,15599
139,899,760
1485,8685,7200
-39,1560,1599
-1151,3748,4900
-698,1001,1700
31,938,906
-125,724,850
351,1451,1099
-967,832,1799
-508,1591,2099
-9049,1350,10400
33,1733,1700
-273,3326,3600
495,1895,1400
-70,366,437
-1420,5079,6500
95,858,762
22,1522,1500
-783,416,1199
6,1606,1599
-235,864,1099
-251,948,1199
-348,951,1300
-192,8407,8600
33,745,712
-57,1342,1400
-1333,7066,8399
-131,1468,1599
56,724,668
-307,992,1300
-256,2043,2300
-54,668,723
-317,982,1300
-75,4724,4799
969,4069,3099
-256,1243,1500
32,891,859
273,1162,889
-156,1743,1899
-272,1127,1400
338,1042,703
234,1834,1599
-458,641,1099
-2091,4008,6100
6,776,770
16,2516,2499
-232,867,1099
542,1475,933
270,1122,852
885,9685,8800
783,8383,7600
-136,1163,1300
-280,1419,1700
-51,946,997
-762,937,1700
5992,7792,1799
237,1837,1599
110,1310,1199
-139,1760,1899
52,2752,2700
289,1151,862
-114,1285,1400
-1536,8963,10500
171,948,776
148,1548,1400
31,1131,1099
46,1346,1300
-275,1124,1400
-246,1053,1300
-386,713,1099
66,2466,2399
-396,2503,2900
56,5256,5199
43,953,909
104,1016,911
387,1487,1099
342,2442,2099
62,1021,959
224,1129,905
146,973,826
95,326,231
-172,754,927
-613,4286,4900
-3184,2615,5800
87,1287,1199
-1059,3540,4599
790,1690,899
-82,649,731
-209,1490,1700
664,3264,2599
373,1261,887
462,2862,2399
-169,2530,2700
-902,2397,3300
-209,720,930
-60,1239,1300
-2536,1463,4000
267,3667,3399
23,816,792
28554,42054,13500
115,642,527
39,1139,1099
-158,2341,2499
3,1003,1000
-36,2863,2900
247,1140,892
-65,1234,1300
1354,5654,4300
-260,839,1099
-192,1107,1300
-17989,1410,19400
-5,465,471
213,1613,1400
117,1417,1300
-520,1579,2099
34,935,900
-96,903,1000
260,1181,921
-178,821,1000
-32,1067,1099
-188,9711,9900
21,417,395
723,1394,671
-122,1177,1300
-49,811,861
-14,1385,1400
73,726,652
292,744,451
-4,1895,1899
-180,1719,1899
153,1253,1099
247,1347,1099
703,1083,379
670,1770,1099
39,756,717
230,1125,895
110,1210,1099
54,1754,1700
148,3648,3500
1315,5715,4400
-19,980,1000
186,7486,7300
-67,1232,1300
52,757,705
-114,3285,3399
-22,416,438
4898,5461,563
185,2285,2099
41,1341,1300
38,1438,1400
10,578,567
117,1091,974
-668,2631,3300
454,1754,1300
338,1338,1000
-72,584,656
-817,1382,2199
212,1512,1300
-200,1099,1300
1772,6372,4599
1189,9289,8100
64,3564,3500
409,1189,779
-915,2884,3799
103,962,859
3287,4136,849
196,4496,4300
142,1006,863
164,1264,1099
-235,1664,1899
2046,3044,997
-9064,8435,17500
-591,1208,1799
-216,1883,2099
-55,1144,1199
-2857,1542,4400
-561,2838,3399
42,588,546
-1301,2098,3399
-124,1275,1400
-20,1379,1400
-453,846,1300
18,1318,1300
-362,737,1099
37,1000,962
-23,2376,2399
275,5475,5199
124,1064,940
-105,6594,6700
-1328,871,2199
418,1361,943
657,3657,3000
78,628,549
-2,997,1000
12,740,728
219,1187,967
30,988,958
35,1005,969
-526,1373,1899
-143,691,834
99,1599,1500
2411,13811,11400
-155,830,985
518,1718,1199
136,1123,986
1613,2713,1099
108,1208,1099
-128,505,634
-1651,2548,4199
-1190,4409,5599
300,1174,874
662,3362,2700
-23,1076,1099
6,381,375
266,1866,1599
-812,2187,3000
190,758,567
15,348,332
-60,455,516
168,1368,1199
177,1377,1199
-44,1055,1099
76,674,598
270,2270,2000
-90,1209,1300
86,1186,1099
-144,852,997
-345,495,841
-278,1421,1700
-39,1160,1199
-111,988,1099
70,1003,933
47,802,755
-181,1718,1899
29,453,423
-3138,7061,10200
56,1256,1199
161,1961,1799
-45,744,789
568,2868,2300
286,1686,1400
-162,2737,2900
-55,2144,2199
-507,892,1400
-549,850,1400
-52,725,778
-479,2120,2599
56,1056,1000
-783,716,1500
95,1395,1300
-139,860,1000
154,1047,892
433,1383,949
299,1699,1400
-878,3621,4499
175,1143,967
413,1413,1000
-1074,8025,9099
-677,2122,2800
268,1137,868
950,1649,699
44,1144,1099
-106,2493,2599
-1492,3607,5099
58,936,878
-13,1586,1599
-22,885,907
-35,567,602
-13,1886,1899
-799,600,1400
-372,1027,1400
-88,561,650
716,2416,1700
301,2301,2000
114,1076,962
155,1255,1099
-125,737,863
8,1208,1199
89,969,880
210,1610,1400
141,879,737
122,1322,1199
-28,2071,2099
1231,1954,723
233,951,717
-78,728,806
-876,823,1700
27,1027,1000
1646,13546,11900
-58,1441,1500
75,903,828
134,1086,952
-226,973,1199
-611,2388,3000
-16,592,608
293,2093,1799
-324,1975,2300
43,806,762
-120,2879,3000
-1289,8010,9300
-83,916,1000
6,811,805
-171,1928,2099
-197,1102,1300
-27,1572,1599
-109,1090,1199
45,992,947
347,3247,2900
-57,1342,1400
2326,3426,1099
-4063,8236,12300
131,17631,17500
-630,1069,1700
-327,972,1300
67,723,656
608,2908,2300
-163,936,1099
181,734,553
-57,665,723
1309,9209,7899
5276,6044,768
-138,2461,2599
108,1508,1400
3037,4737,1700
21,1521,1500
-155,2144,2300
-640,459,1099
400,1165,765
1293,7793,6500
-2736,963,3700
35,1235,1199
54,1454,1400
-106,768,874
260,1860,1599
98,1298,1199
-89,711,800
41,2941,2900
-12,753,766
-763,2836,3600
-9163,5036,14200
302,1402,1099
76,835,758
-63,659,723
54,1354,1300
-1,686,687
27,1327,1300
-127,1172,1300
-218,2081,2300
64,2764,2700
-172,1327,1500
270,1470,1199
-85,1114,1199
-682,2217,2900
-197,2002,2199
2416,3616,1199
-399,2200,2599
-347,2652,3000
-54,1245,1300
327,2127,1799
286,6286,5999
-69,915,984
-15,467,483
-532,867,1400
343,4643,4300
593,1993,1400
35,1335,1300
-167,1032,1199
-1132,1467,2599
-712,8187,8900
62,1162,1099
-1269,1330,2599
-8,1291,1300
54,1454,1400
-61,396,458
32,731,699
-172,1627,1799
-167,2732,2900
71,1371,1300
164,3064,2900
82,1482,1400
-476,1423,1899
-413,1086,1500
202,1302,1099
-314,1885,2199
205,1705,1500
1499,2899,1400
-1095,1804,2900
-373,2426,2800
634,14434,13800
46,1946,1899
-229,1370,1599
-793,3406,4199
-86,1613,1700
78,1178,1099
70,2870,2800
-2,1097,1099
970,1689,718
-375,2524,2900
205,1405,1199
40,1240,1199
-138,1461,1599
116,1216,1099
14,3014,3000
-357,4042,4400
133,1133,1000
-244,1755,2000
-25,1274,1300
-2,1197,1199
-1142,2857,4000
550,3650,3099
-219,1880,2099
100,3800,3700
-225,1374,1599
363,1363,1000
-16,1283,1300
1107,2507,1400
-244,3055,3300
60,1360,1300
130,1025,895
603,2603,2000
-505,12294,12800
-97,1602,1700
-41,1258,1300
-1736,1163,2900
-54,1045,1099
-2,959,962
351,2251,1899
112,3412,3300
-25,833,859
322,9322,8999
198,1898,1700
-4506,10893,15399
96,3796,3700
-322,1477,1799
380,1480,1099
285,1785,1500
31,884,852
502,4802,4300
-107,1192,1300
-229,870,1099
-402,1797,2199
-762,3437,4199
-70,1229,1300
224,1824,1599
-5,899,905
-91,367,458
-560,2039,2599
-81,379,460
-229,870,1099
182,975,792
240,3940,3700
-131,1368,1500
-262,1837,2099
-65,1034,1099
157,1068,911
-201,630,832
52,802,750
78,2578,2499
-174,1425,1599
-169,659,828
412,2112,1700
111,916,805
-740,2459,3199
7,2007,2000
-2958,4841,7799
-249,750,1000
-299,700,1000
-212,787,1000
82,1057,975
-86,1313,1400
-3,782,785
-407,792,1199
18,1218,1199
76,2076,2000
-132,854,986
1782,2782,1000
-1358,941,2300
-223,1176,1400
462,1862,1400
3,1303,1300
110,643,533
821,2721,1899
-143,602,745
-884,915,1799
-2100,5099,7200
132,2632,2499
1015,3115,2099
232,8432,8200
-92,2107,2199
-70,1929,2000
-109,890,1000
-57,1142,1199
29,1026,997
53,1001,947
-355,2444,2800
-11026,773,11799
-660,1339,2000
-2526,1673,4199
66,1266,1199
397,1797,1400
-1111,4288,5400
52,921,868
-287,712,1000
397,1597,1199
463,1463,1000
-91,908,1000
-679,1920,2599
-123,976,1099
-1267,3332,4599
59,1159,1099
-76,1223,1300
142,929,787
46,1546,1500
-1455,4944,6399
-442,1257,1700
-5160,8639,13800
-87,1412,1500
36,835,798
639,1839,1199
-223,876,1099
-1503,6196,7699
-324,1875,2199
133,1015,882
2974,7174,4199
-80,642,723
-4191,5708,9900
-201,1698,1899
264,1464,1199
-5,1094,1099
-96,3503,3600
-11,1188,1199
188,1288,1099
639,6639,5999
-82,872,955
-112,1087,1199
969,3269,2300
-9,1090,1099
3827,13227,9400
-2,551,554
705,3605,2900
-483,1016,1500
495,3495,3000
210,1210,1000
20,639,619
216,1516,1300
-8,681,689
-66,10233,10299
1637,2737,1099
-6731,968,7699
194,1594,1400
515,2615,2099
144,1344,1199
-1597,5602,7200
-2056,1543,3600
-2779,1620,4400
140,1000,860
40,795,755
249,748,498
220,1420,1199
115,1515,1400
-1906,693,2599
62,183,121
30,2430,2399
379,1879,1500
-359,2040,2399
448,1090,641
46,1246,1199
-427,1772,2199
-142,1557,1700
50,800,750
47,1047,1000
344,1444,1099
-321,5078,5400
1056,7356,6300
-42,742,785
-297,702,1000
17,1317,1300
-22,640,663
-168,1331,1500
131,1531,1400
392,2792,2399
820,3820,3000
305,1405,1099
185,1385,1199
-398,2201,2599
12,862,850
56,616,559
-479,1020,1500
1149,3149,2000
-1845,754,2599
184,939,755
473,2173,1700
-373,1926,2300
-22,798,820
257,1457,1199
112,785,673
-52,939,991
440,1139,699
-10,884,895
-342,1057,1400
-37,958,996
186,1486,1300
558,1541,982
279,1232,952
398,1339,941
-48,1051,1099
-105,894,1000
-24,1075,1099
330,1330,1000
809,1322,512
-204,453,658
-5,1194,1199
-732,2667,3399
264,870,605
4511,12011,7500
135,929,794
-1534,1165,2700
153,2153,2000
68,570,501
-857,1042,1899
98,876,778
135,834,699
70,1570,1500
-34,1065,1099
0,885,885
36,1536,1500
-94,1005,1099
155,937,782
-160,790,950
9,8509,8500
-1073,3526,4599
66,770,703
-2990,909,3899
-805,694,1500
-1287,10512,11799
-119,1280,1400
-35,1064,1099
396,1996,1599
-101,1698,1799
97,1397,1300
-136,2563,2700
-93,1606,1700
165,1665,1500
898,3498,2599
-210,2589,2800
321,998,676
-107,2592,2700
-363,2836,3199
10,423,413
-26,873,899
35,852,817
-789,1310,2099
2187,2868,680
1727,3427,1700
-5,705,710
-193,2806,3000
10,597,587
97,1497,1400
35,705,670
62,1262,1199
-141,822,964
48,1248,1199
-49,1150,1199
-268,1831,2099
-22,1077,1099
54,749,694
165,1155,990
-787,4012,4799
-9327,4772,14099
-3100,999,4100
-2951,1548,4499
4835,5835,1000
121,865,743
242,1742,1500
-254,745,1000
-1713,5686,7400
-321,1978,2300
393,3793,3399
-87,1312,1400
-143,1356,1500
37,646,608
-247,1352,1599
-3388,1311,4700
126,866,740
127,1109,981
-578,2621,3199
5,823,818
347,2247,1899
152,1252,1099
-723,1576,2300
-1376,1723,3099
-130,847,978
-71,2128,2199
55,698,642
57,905,847
-96,1203,1300
-97,2402,2499
-237,1062,1300
-158,841,1000
13,780,767
-3355,13544,16900
-38,651,689
-132,621,753
-1719,11480,13199
4,1604,1599
-57,1042,1099
43,1143,1099
-142,957,1099
124,762,637
232,1932,1700
749,2249,1500
-2518,4981,7500
-51,551,602
449,1078,629
716,1434,717
-9,1690,1700
55,977,921
-275,3024,3300
-796,1903,2700
141,629,487
-46,624,671
344,1744,1400
22,1522,1500
-160,1039,1199
452,1752,1300
-29,2170,2199
200,1400,1199
5,640,634
-5076,1523,6600
340,2240,1899
42,895,852
-32,485,518
-264,3035,3300
259,866,606
46,789,743
68,883,814
291,2091,1799
-546,1553,2099
-17,800,818
-770,1029,1799
-45,795,841
0,1300,1300
-92,806,898
65,625,559
-106,1193,1300
762,1330,567
83,3283,3199
178,2778,2599
1453,3353,1899
-28,752,781
-16,1083,1099
-10,583,594
38,739,700
578,1402,824
731,1931,1199
140,1540,1400
-95,771,867
23,714,691
54,1554,1500
-138,692,830
-2589,1910,4499
92,4092,4000
329,2629,2300
-614,685,1300
-2149,12850,15000
418,2118,1700
-10967,832,11799
269,1051,782
-553,2746,3300
-60,1139,1199
4,1204,1199
30,841,810
45,1245,1199
-180,1219,1400
-112,748,861
-68,2431,2499
126,804,678
65,1365,1300
-102,705,807
100,824,724
-142,12157,12300
-16,1783,1799
-8824,2575,11400
39,860,820
-20,913,934
66,1566,1500
-2171,1028,3199
1938,2938,1000
365,1465,1099
104,1041,936
-88,1211,1300
514,1120,605
-94,1305,1400
73,2473,2399
-1934,6665,8600
-1098,15101,16199
122,685,563
526,2126,1599
15,1115,1099
44,821,776
-19,980,1000
12,765,753
228,1122,894
2464,14264,11799
-48,1051,1099
1213,2213,1000
-148,951,1099
308,1508,1199
-5924,1175,7100
-655,5744,6399
-417,3182,3600
-568,931,1500
-1535,264,1799
88,941,852
101,682,580
-4704,1295,5999
328,1231,902
-1264,1435,2700
-32,739,771
217,1134,916
-167,932,1099
-230,869,1099
-909,2190,3099
-122,664,787
387,2387,2000
-431,968,1400
-68,7131,7200
699,1699,1000
53,1001,947
-16,1983,2000
6297,16497,10200
257,2457,2199
1154,2554,1400
123,1060,936
-67,1632,1700
-26,689,715
75,1075,1000
146,1846,1700
-64,935,1000
-325,3174,3500
241,2141,1899
-215,4184,4400
311,1711,1400
56,1556,1500
-409,1590,2000
411,1349,938
1153,1710,557
400,2500,2099
-3,1796,1799
-58,703,762
-98,1401,1500
980,1734,753
480,1680,1199
-9,1490,1500
-3,783,787
123,1223,1099
251,1651,1400
691,2891,2199
711,5911,5199
-2052,5247,7300
174,1274,1099
-102,719,822
-326,1473,1799
7,469,462
732,2432,1700
-169,1530,1700
-58,1441,1500
-1265,2234,3500
-154,1145,1300
350,1750,1400
-84,742,826
-153,1446,1599
-244,3455,3700
77,1477,1400
-50,1349,1400
-4735,1964,6700
-1000,3099,4100
-148,1351,1500
-45,1254,1300
-85,1214,1300
-333,966,1300
-98,714,812
-222,730,952
-2515,16184,18699
-1391,808,2199
42,1142,1099
-199,1000,1199
-281,2218,2499
7,797,789
171,1371,1199
-17,1882,1899
-23,1176,1199
-1758,12141,13899
-143,1256,1400
-174,825,1000
-13,1386,1400
-229,1670,1899
596,2796,2199
384,4484,4100
15,1415,1400
-205,994,1199
-40,1459,1500
-134,718,852
435,2235,1799
-178,1921,2099
-100,1299,1400
-158,1041,1199
-677,4422,5099
-87,1212,1300
-304,995,1300
-12,1387,1400
-2168,1231,3399
1153,10153,8999
-18,1081,1099
-153,771,924
-241,1758,2000
-1115,1284,2399
-5162,12037,17199
-863,4236,5099
151,1057,906
507,1807,1300
-368,831,1199
-448,2851,3300
69,1769,1700
-10,2189,2199
-91,1008,1099
-60,615,676
-555,1744,2300
-67,828,896
91,788,697
41,514,473
-37,1562,1599
-1113,10386,11500
-36,1763,1799
47,558,511
60,850,789
-158,1141,1300
23,577,554
258,1251,992
-239,960,1199
-1417,1682,3099
-48,512,561
-4,917,921
1343,5643,4300
-441,1458,1899
-219,3080,3300
47,751,703
-252,1047,1300
-313,605,919
-36,963,1000
-381,1318,1700
106,962,855
-8071,4428,12499
-867,3632,4499
4194,5594,1400
67,1567,1500
-190,809,1000
1,963,962
-189,1110,1300
259,2659,2399
-369,1130,1500
-87,576,664
-73,710,784
16,1116,1099
-170,731,901
-411,1088,1500
-468,1731,2199
-66,1133,1199
216,1916,1700
-325,1574,1899
207,770,563
-187,912,1099
-57,839,897
-5410,11389,16800
1066,1743,676
-106,549,656
-97,534,632
-262,937,1199
-200,2699,2900
7088,20688,13600
-205,1094,1300
-35,3864,3899
-3905,1194,5099
91,779,687
-18,894,913
-397,1602,2000
-1326,2273,3600
-29,700,730
-524,2075,2599
55,685,630
-250,1049,1300
-99,1200,1300
-53,473,527
-107,1792,1899
1044,2444,1400
1571,5671,4100
2043,5543,3500
-219,980,1199
-69,848,917
-18,4081,4100
1918,3518,1599
-305,1894,2199
-599,7900,8500
-81,2718,2800
8,892,884
-304,895,1199
-13756,2343,16100
23,2723,2700
727,1827,1099
343,9143,8800
177,2777,2599
-536,1063,1599
644,2144,1500
-240,759,1000
12,942,930
-804,1895,2700
145,1245,1099
-34,1665,1700
-219,1080,1300
-72,2027,2099
183,988,805
235,1435,1199
-1878,4921,6799
-52,771,824
-403,4596,4999
238,971,732
-98,659,757
-102,816,919
-1869,930,2800
228,1228,1000
174,1374,1199
427,1239,812
-274,2025,2300
-109,1690,1799
104,1204,1099
-198,1201,1400
-51,1148,1199
390,2090,1700
7047,19147,12099
173,1373,1199
-44,1155,1199
-42,1457,1500
-979,2220,3199
73,554,481
7409,24109,16700
505,3505,3000
-81,1418,1500
2268,3152,884
1394,2244,850
-20,1179,1199
-2,997,1000
45,4845,4799
-4334,5965,10299
272,5072,4799
-46,503,549
-74,1525,1599
-2,723,726
287,987,700
-89,801,891
61,662,601
115,644,528
-23,1276,1300
-445,6254,6700
-2447,3352,5800
23,955,932
83,1029,946
6969,13369,6399
93,2493,2399
-9076,3023,12099
1123,3123,2000
-95,679,774
77,1177,1099
581,6481,5900
-175,824,1000
-6,1893,1899
2,1002,1000
-464,1735,2199
54,1154,1099
4,1404,1400
-85,659,744
108,376,268
624,1724,1099
-116,746,863
-310,1789,2099
139,1047,907
-458,1441,1899
-281,2118,2399
61,627,566
-1,2298,2300
-489,2510,3000
15,1415,1400
-108,2491,2599
-341,758,1099
-5,575,580
170,1270,1099
-897,3702,4599
-43,1056,1099
1501,3301,1799
261,879,618
94,921,826
1199,1987,788
252,1352,1099
180,986,806
125,4125,4000
109,968,859
8837,11037,2199
-29,1670,1700
-126,780,906
-49,891,941
-1866,8533,10400
-288,10311,10600
-86,1113,1199
-74,705,779
342,2042,1700
4311,4820,509
-28,376,405
-20,971,991
-274,1825,2099
190,1490,1300
-502,2197,2700
-358,2641,3000
85,1185,1099
165,1365,1199
132,1632,1500
-58,1041,1099
95,2695,2599
-39,1060,1099
223,773,549
22,1222,1199
-5653,1746,7400
-592,607,1199
63,681,618
1176,2476,1300
-139,1560,1700
167,631,463
351,905,554
38,745,707
197,701,504
36,7936,7899
22,723,700
-442,6457,6899
-57,1342,1400
86,1486,1400
1191,1665,474
-987,712,1700
-124,856,981
0,984,984
615,3815,3199
4902,5529,626
-394,3205,3600
3161,4161,1000
16,1316,1300
-34,879,913
-99,1500,1599
-1279,1920,3199
468,2868,2399
-193,789,982
-40,1359,1400
482,2182,1700
443,1843,1400
-178,1321,1500
10,1410,1400
197,1172,975
-170,829,1000
110,949,839
41,649,608
3578,4269,691
2051,3251,1199
864,5464,4599
-1253,2146,3399
-184,586,770
-1752,4747,6500
-2109,2590,4700
-420,1579,2000
294,3994,3700
-157,660,818
206,1105,898
-11,785,796
-6,979,985
120,1920,1799
276,2076,1799
-77,1222,1300
-114,1285,1400
-24,871,896
-931,2068,3000
-95,691,787
-249,850,1099
82,947,865
628,1482,853
-156,1243,1400
98,741,642
-8182,9417,17599
66,1066,1000
-26,1173,1199
-151,1248,1400
-119,1280,1400
343,1185,842
-4411,3588,8000
199,1799,1599
82,4482,4400
-90,843,934
250,1176,925
-136,860,997
2,1702,1700
-147,734,882
1281,4581,3300
-287,3612,3899
352,1452,1099
-170,929,1099
-434,965,1400
55,4255,4199
-66,1233,1300
-1223,3876,5099
-673,1226,1899
-65,466,532
-379,504,884
-57,640,697
15,512,496
-101,1698,1799
-496,3003,3500
127,1727,1599
-78,398,477
-143,780,923
510,1194,683
31,947,916
432,1932,1500
227,836,608
40,915,874
494,1184,689
-72,796,868
4,1000,996
-30,899,930
3257,4043,785
-103,594,697
39,709,670
20,748,728
565,2065,1500
14,1014,1000
73,1173,1099
386,1986,1599
-66,1233,1300
-687,2512,3199
-33,545,578
-11,1288,1300
136,1236,1099
108,1308,1199
-1550,3549,5099
-78,1721,1799
-152,1047,1199
32,742,710
-114,843,958
306,1268,962
-295,4104,4400
351,3151,2800
84,739,655
150,1550,1400
1,753,751
-102,655,757
-1196,14303,15500
-495,4304,4799
47,563,516
-421,1278,1700
730,1497,767
-367,2132,2499
-53,798,852
-386,1813,2199
91,682,591
-1421,3678,5099
5725,6327,601
1771,2671,899
-420,1979,2399
-13705,494,14200
-15,1184,1199
4,1204,1199
57,1057,1000
-262,1437,1700
749,5349,4599
-154,1645,1799
-278,821,1099
-550,2749,3300
-354,1045,1400
1,2101,2099
707,4507,3799
-23,552,575
795,1795,1000
-152,1547,1700
594,1315,720
-13,839,852
-735,3164,3899
68,1368,1300
-189,1110,1300
-39,1060,1099
129,1429,1300
-195,1704,1899
521,3721,3199
192,1077,885
-796,2503,3300
-84,1015,1099
-316,2883,3199
99,921,822
112,1312,1199
-31,832,863
6,943,936
-241,1658,1899
191,1291,1099
131,1099,967
-300,1299,1599
-126,1573,1700
-344,2355,2700
0,900,899
-69,627,697
-127,4272,4400
95,1095,1000
95,943,847
313,1078,765
-102,997,1099
-44,731,776
13,719,705
-94,874,968
-14978,6621,21599
-42,1057,1099
-42,957,1000
-200,1599,1799
1461,16261,14800
-255,1144,1400
102,790,687
3,1203,1199
560,1860,1300
405,2105,1700
-171,601,773
9,729,720
1032,14432,13399
-125,5174,5300
52,842,789
852,2452,1599
-118,1381,1500
181,2881,2700
-94,875,969
-164,1935,2099
-85,1114,1199
-1550,949,2499
-311,2388,2700
-88,874,962
-65,1534,1599
-58,1541,1599
-185,1114,1300
61,1361,1300
-207,1792,2000
-210,2289,2499
-33,1666,1700
-202,997,1199
145,1245,1099
-405,2494,2900
-119,980,1099
-4358,1941,6300
-95,3504,3600
-347,1852,2199
-53,787,841
-138,1961,2099
-1676,4223,5900
22,1122,1099
-87,1212,1300
-2175,11724,13899
-351,1848,2199
440,2140,1700
-706,2493,3199
343,6643,6300
-241,958,1199
560,1548,988
-189,1110,1300
-292,707,1000
-323,776,1099
-412,6287,6700
-4819,15880,20699
374,1674,1300
455,2455,2000
49,1038,988
8383,12583,4199
-119,1180,1300
162,1762,1599
-1435,3764,5199
846,2646,1799
-705,2194,2900
2,1102,1099
54,1854,1799
-219,880,1099
39,607,567
557,2157,1599
-204,1195,1400
-60,1039,1099
27,821,794
-77,922,1000
52,1452,1400
-247,3352,3600
-58,690,749
-12,625,637
-1787,3612,5400
284,1784,1500
-116,1983,2099
-263,1336,1599
-214,753,967
-103,2596,2700
259,3059,2800
25,1025,1000
-94,692,787
193,770,576
6,815,808
200,946,745
-297,1402,1700
-316,1883,2199
-6540,1359,7899
-282,1417,1700
-182,1717,1899
119,786,667
-177,681,859
-1108,2091,3199
-572,727,1300
-150,2849,3000
-202,517,720
17,776,758
-98,1101,1199
-39,1560,1599
-569,630,1199
-243,1556,1799
-88,1511,1599
-2,928,931
-1881,5918,7799
34,849,814
98,1598,1500
316,4616,4300
-24,1075,1099
123,643,519
-234,1165,1400
1336,1884,548
15,892,877
-273,619,892
-266,1333,1599
-121,978,1099
81,543,462
-174,925,1099
15,573,557
1646,6146,4499
76,607,530
-410,1289,1700
30,695,664
-4315,6584,10900
51,907,855
-1544,2855,4400
-72,883,955
-123,1076,1199
-737,2062,2800
-1578,3021,4599
990,1647,656
-356,743,1099
-55,2144,2199
-79,768,847
13,611,598
43,1023,979
75,553,477
-37,428,465
-1182,2417,3600
-281,495,776
6,118,111
-1874,7325,9199
75,3575,3500
32,1032,1000
1842,2381,539
-152,1147,1300
-138,678,817
148,959,810
163,1263,1099
53,1053,1000
301,928,626
-186,2113,2300
-85,1514,1599
304,1304,1000
-860,939,1799
-1633,2166,3799
553,1218,664
-169,1130,1300
16,876,860
-117,1182,1300
244,1044,800
157,722,565
347,1031,683
433,929,496
-61,2138,2199
-120,979,1099
104,664,559
-249,2250,2499
574,2974,2399
729,6229,5499
22,899,877
-2131,5868,8000
137,1537,1400
-131,2368,2499
-392,3507,3899
44,492,448
141,2641,2499
145,1245,1099
6,1106,1099
156,979,823
308,1139,830
377,1360,982
2020,2979,959
-552,847,1400
-387,5412,5800
-63,1936,2000
-275,1124,1400
142,1342,1199
77,814,736
80,921,841
-156,943,1099
-396,2403,2800
94,792,697
108,924,816
-9,769,778
876,11776,10900
-589,1310,1899
-69,2530,2599
607,1607,1000
700,1460,760
1762,2525,762
79,659,580
-17,2282,2300
112,3512,3399
414,3714,3300
224,888,664
-297,802,1099
673,2273,1599
574,1874,1300
63,907,844
23,1023,1000
62,3762,3700
267,799,532
5465,7365,1899
232,2532,2300
612,2012,1400
-264,2135,2399
336,1936,1599
-372,3427,3799
578,1191,613
47,620,572
-774,3325,4100
-29,1170,1199
-122,1877,2000
145,1245,1099
82,886,803
411,1911,1500
98,687,588
1225,11025,9799
-5833,2266,8100
212,1077,865
-131,968,1099
-830,3869,4700
-25,1174,1199
10,982,972
-88,1211,1300
-67,1932,2000
-1685,4114,5800
-123,3476,3600
124,667,543
-447,752,1199
-165,1734,1899
-263,1336,1599
-215,1384,1599
172,1272,1099
-975,1124,2099
-77,773,851
99,1025,925
140,734,594
-638,861,1500
67,1021,954
-175,924,1099
-3287,12112,15399
199,654,455
625,2225,1599
82,1082,1000
95,608,512
335,1103,768
57,921,863
-72,485,557
1267,2253,985
1471,13771,12300
-2026,11373,13399
-292,4807,5099
-3193,906,4100
-341,1858,2199
-6495,1404,7899
113,1713,1599
-30,626,656
22,942,919
914,2814,1899
-439,2760,3199
542,1842,1300
-150,8149,8299
839,1823,983
30,602,572
-714,1285,2000
117,538,421
-290,3309,3600
-4124,775,4900
-36,1063,1099
-168,931,1099
130,903,773
-112,851,964
-90,1209,1300
-55,650,705
-510,1789,2300
82,1055,973
72,895,823
-27,972,1000
-29,1270,1300
730,1730,1000
402,1402,1000
-233,1166,1400
73,1173,1099
115,1034,919
388,1291,902
-1693,5506,7200
137,1034,897
555,4555,4000
367,1567,1199
134,5034,4900
81,652,571
66,1021,955
-371,1528,1899
21,911,890
-263,1136,1400
470,1409,939
73,1173,1099
993,2393,1400
4,659,655
-76,1123,1199
-148,1051,1199
105,917,812
-513,486,1000
601,1601,1000
-23,512,536
