Difference,Predicted,Test Data
1514,2585,4099
1339,2760,4099
-151,2051,1900
190,1309,1500
689,1210,1900
-656,1411,755
598,2201,2799
6236,1163,7400
726,1473,2199
14339,1760,16100
-128,1628,1500
-989,2089,1099
-11,2011,1999
-123,1123,999
-691,1467,776
655,1244,1900
2282,1917,4200
1619,1580,3200
-760,2660,1900
-812,2012,1200
-751,2151,1399
-250,1178,928
2539,1860,4400
-1012,3212,2199
-730,1262,532
-577,1299,721
-789,1600,811
-133,997,863
-662,1407,745
-259,1859,1599
-2216,3190,974
11919,1480,13399
-980,3080,2100
-1590,2690,1099
-313,2313,1999
-1259,2859,1599
-996,2496,1500
-64,2664,2600
-24,1824,1800
-65,1565,1500
-653,1465,812
-1567,2494,926
1429,2870,4300
-834,1934,1099
5206,1793,6999
-944,1518,574
4858,2741,7600
-824,1689,864
-1205,2077,872
2182,1117,3300
-600,1166,566
-464,1464,999
-255,1855,1599
4620,3279,7899
-593,1693,1099
-1091,1975,883
655,2944,3599
-52,2052,1999
-595,3095,2499
1300,1599,2900
-1453,2153,699
-403,1503,1099
-685,1223,538
-421,1138,716
-58,1458,1399
-1831,3231,1399
415,1284,1699
89,910,999
313,1886,2199
-528,1327,799
-27,2827,2799
4789,2510,7300
-225,1325,1099
-505,1029,523
-778,1425,647
-645,1541,895
-107,1407,1300
630,1769,2400
-1488,2788,1300
2658,1541,4200
-386,2486,2100
-190,1390,1200
-472,1572,1099
-781,1359,578
4247,1452,5699
-1390,1992,601
-848,1503,654
4699,1700,6399
-1470,2386,915
306,1093,1399
-1017,2917,1900
445,2854,3300
-1033,1866,833
-353,1097,743
-525,3125,2600
115,2084,2199
-516,2016,1500
-114,1035,921
-682,2482,1800
-129,1042,912
2983,1916,4900
435,1564,1999
-78,1278,1200
-1029,2429,1399
-1186,2486,1300
-1137,2337,1200
-481,2281,1800
-546,1646,1099
-155,1255,1099
-954,1861,906
-105,1102,996
-230,977,747
2017,1082,3099
-1081,2181,1099
176,1723,1900
3307,3092,6399
17,1382,1399
1075,1524,2600
485,2714,3200
193,1106,1300
-727,2327,1599
-458,1254,796
-735,1313,578
-288,1043,755
55,1044,1099
-269,1369,1099
-62,3362,3300
-224,1324,1099
-415,1217,802
-1118,1737,619
46,1553,1599
12612,3887,16499
-704,2104,1399
177,2422,2600
-22,2222,2199
1384,1415,2799
-616,2116,1500
1323,2776,4099
-157,1857,1699
-15,1215,1200
-1572,3172,1599
-415,1715,1300
999,2200,3200
-451,1551,1099
-466,2166,1699
965,1634,2600
71,1928,1999
-560,1304,743
925,1674,2600
246,1953,2199
1483,2416,3899
-493,1693,1200
138,1661,1800
-550,1550,999
30,2769,2799
-898,2398,1500
821,1778,2600
-427,1386,959
-731,2431,1699
-1161,2012,851
5753,1846,7600
-821,1921,1099
-538,2438,1900
-87,1487,1399
-964,1869,904
-850,1678,827
-1575,3075,1500
9243,2256,11499
1666,2533,4200
6086,1613,7700
874,2425,3300
-885,1627,742
-881,2081,1200
-125,1325,1200
-406,1706,1300
-1202,2035,833
-840,2640,1800
7015,1884,8900
1485,1514,2999
-327,1627,1300
1356,1943,3300
-358,1558,1200
447,1452,1900
1467,3132,4600
-545,1645,1099
-36,1436,1399
-769,1969,1200
-1137,2023,886
-527,1372,845
232,1267,1500
1279,2020,3300
16330,2069,18400
-30,3530,3499
-137,1537,1399
171,2628,2799
233,1666,1900
897,1802,2699
-1324,3424,2100
-431,1147,716
-684,1784,1099
13271,2328,15599
-737,1497,760
4152,3047,7199
-398,1998,1599
2326,2573,4900
-825,2525,1699
-201,1108,906
-1831,2681,850
-1293,2393,1099
236,1563,1800
770,1329,2100
9176,1223,10400
-1003,2703,1699
-59,3659,3599
-1422,2822,1399
-1394,1831,436
5120,1379,6499
-557,1320,762
43,1456,1500
217,982,1200
503,1096,1599
-259,1359,1099
-456,1656,1200
-1476,2776,1300
6621,1978,8600
-268,980,712
-1039,2439,1399
6675,1724,8400
86,1513,1599
-1030,1698,667
85,1214,1300
694,1605,2300
-937,1660,723
-537,1837,1300
1372,3427,4800
1563,1536,3099
483,1016,1500
-2083,2942,858
-1350,2239,889
-708,2608,1900
183,1216,1399
-2187,2891,703
288,1311,1599
-276,1376,1099
3888,2211,6099
-439,1209,769
1038,1461,2499
-517,1617,1099
-626,1559,933
-1282,2134,851
5125,3674,8800
5961,1638,7600
-253,1553,1300
-1307,3007,1699
-1058,2056,998
170,1529,1699
-918,2718,1800
-2065,3665,1599
-391,1591,1200
125,1774,1900
653,2046,2699
-1629,2491,861
-22,1422,1399
7021,3478,10499
-420,1197,776
337,1062,1399
-367,1467,1099
-963,2263,1300
-633,2033,1399
141,1158,1300
-293,1393,1099
334,2065,2400
859,2040,2900
2875,2324,5200
-555,1465,909
0,911,911
-1261,2361,1099
-114,2214,2100
-928,1887,959
-541,1446,904
-577,1404,826
-4638,4869,230
-1648,2575,926
3456,1443,4900
4697,1102,5799
-430,1630,1200
2043,2556,4600
-202,1102,900
-639,1371,731
-257,1957,1699
1002,1597,2600
-268,1156,888
1097,1302,2400
649,2050,2699
792,2507,3300
-237,1167,929
-999,2299,1300
2349,1650,3999
1289,2110,3399
-1468,2261,792
10444,3055,13499
-901,1428,527
105,994,1099
340,2159,2499
-858,1858,999
30,2869,2900
-1952,2845,892
-722,2022,1300
1645,2654,4300
-2302,3402,1099
-1552,2852,1300
17264,2135,19400
-2132,2603,471
-185,1585,1399
-658,1958,1300
-244,2344,2100
-59,960,900
-22,1022,999
-1137,2058,921
-216,1216,999
-92,1192,1099
7896,2003,9899
-2796,3192,396
-2004,2675,671
-1126,2426,1300
-307,1168,860
-549,1949,1399
-713,1366,653
-641,1093,452
802,1097,1900
-395,2295,1900
-62,1162,1099
-293,1393,1099
-643,1023,380
-967,2067,1099
-808,1525,716
-841,1736,895
-158,1258,1099
-72,1772,1699
2325,1174,3499
812,3587,4400
-258,1258,999
4929,2370,7300
-1665,2965,1300
-863,1568,705
333,3066,3399
-1631,2070,439
-770,1333,563
857,1242,2100
-1040,2340,1300
352,1047,1399
-606,1174,568
-292,1266,974
1365,1934,3300
-639,1939,1300
-272,1272,999
-367,1024,656
466,1733,2199
-91,1391,1300
162,1137,1300
2477,2122,4600
5961,2138,8099
1982,1517,3499
-327,1107,780
2408,1391,3800
-401,1260,858
-484,1333,849
1684,2615,4300
-524,1388,863
-793,1893,1099
272,1627,1900
-539,1537,998
16132,1367,17500
-1554,3354,1800
1181,918,2100
-78,1278,1200
1893,2506,4400
-191,3591,3399
-776,1322,546
1898,1501,3399
-543,1943,1399
-56,1456,1399
-745,2045,1300
-45,1345,1300
80,1019,1099
-201,1164,963
418,1981,2400
3071,2128,5200
-331,1271,940
3994,2705,6699
520,1679,2199
-2147,3090,943
76,2923,2999
-1020,1570,549
-1743,2743,999
-535,1263,728
-460,1428,967
-507,1465,957
-174,1144,970
624,1275,1900
-270,1105,834
-772,2272,1500
8864,2535,11399
-346,1332,985
-105,1305,1200
-127,1114,987
-976,2076,1099
-508,1608,1099
-810,1444,633
3008,1191,4200
2856,2743,5600
-1845,2719,873
1708,991,2699
-100,1200,1099
-647,1022,374
-1013,2613,1599
1315,1684,2999
-554,1122,568
-936,1269,333
-494,1010,516
-485,1685,1200
259,940,1200
-1473,2573,1099
-854,1452,597
-434,2434,1999
-1631,2931,1300
-16,1116,1099
-97,1094,996
-210,1051,841
-387,2087,1699
-77,1277,1200
-347,1447,1099
-206,1139,933
-567,1322,755
179,1720,1900
-2612,3036,424
8770,1429,10199
-173,1373,1200
172,1627,1800
-351,1141,790
960,1339,2300
-712,2112,1399
463,2436,2900
-692,2892,2199
-1235,2635,1399
103,1296,1399
-760,1538,777
273,2326,2600
-98,1098,999
450,1049,1500
-144,1444,1300
-1679,2679,999
-816,1709,892
-215,1165,950
-1093,2493,1399
1261,3238,4500
-619,1587,967
-715,1715,999
6614,2485,9100
-122,2922,2799
-320,1189,869
-974,1673,698
-946,2046,1099
321,2278,2600
2688,2411,5100
-258,1136,878
78,1521,1599
-330,1238,908
-435,1038,603
-884,2784,1900
-120,1520,1399
-1313,2713,1399
-949,1599,649
-315,2015,1699
-1147,3147,1999
-807,1769,962
21,1078,1099
-126,989,862
-315,1515,1200
-973,1853,879
-687,2087,1399
-298,1036,738
84,1115,1200
165,1934,2100
-770,1493,723
-1110,1828,717
-630,1437,807
-489,2189,1699
-138,1138,999
9274,2625,11899
48,1451,1500
-229,1057,827
-2342,3294,951
54,1145,1200
895,2104,2999
-577,1186,609
-334,2134,1800
207,2092,2300
-862,1625,762
1306,1693,2999
6417,2882,9300
-612,1612,999
-269,1074,805
721,1378,2100
169,1130,1300
479,1120,1599
-395,1595,1200
-253,1200,947
1184,1715,2900
-114,1514,1399
-1289,2389,1099
9943,2356,12299
15962,1537,17500
-727,2427,1699
-1889,3189,1300
-576,1232,655
1043,1256,2300
-133,1233,1099
-792,1345,553
-594,1317,723
6329,1570,7899
-2667,3435,768
255,2344,2600
-130,1530,1399
-191,1891,1699
83,1416,1500
576,1723,2300
-379,1479,1099
-751,1516,765
4266,2233,6499
2494,1205,3699
36,1163,1200
42,1357,1399
-310,1185,874
60,1539,1599
151,1048,1200
-307,1108,801
912,1987,2900
-664,1430,765
2269,1330,3599
11333,2866,14199
-280,1380,1099
-521,1280,759
-337,1060,723
-12,1312,1300
-458,1146,687
-15,1315,1300
-757,2057,1300
42,2257,2300
1224,1475,2699
109,1390,1500
135,1064,1200
-619,1819,1200
-277,3177,2900
859,1340,2199
-727,1927,1200
399,2200,2600
712,2287,2999
263,1036,1300
13,1786,1800
2423,3576,5999
-770,1755,985
-727,1210,482
221,1178,1399
2855,1444,4300
-808,2208,1399
-126,1426,1300
-336,1536,1200
493,2106,2600
7229,1670,8900
-814,1914,1099
1440,1159,2600
-867,2167,1300
-389,1789,1399
-492,950,458
-352,1051,698
-332,2132,1800
370,2529,2900
-118,1418,1300
247,2652,2900
-57,1457,1399
-640,2540,1900
-590,2090,1500
-137,1237,1099
780,1419,2199
161,1338,1500
-894,2294,1399
1469,1430,2900
293,2506,2799
12070,1729,13799
-960,2860,1900
333,1266,1599
555,3644,4200
-353,2053,1699
-1059,2159,1099
-341,3141,2799
-270,1370,1099
-938,1657,719
561,2338,2900
-178,1378,1200
-621,1821,1200
105,1494,1599
-317,1417,1099
668,2331,2999
-52,4452,4400
-836,1836,999
-404,2404,1999
-14,1314,1300
-99,1299,1200
1654,2345,3999
-5,3105,3099
627,1472,2100
1423,2276,3699
-662,2262,1599
-523,1523,999
-227,1527,1300
-1097,2497,1399
978,2321,3300
-383,1683,1300
-878,1773,895
-440,2440,1999
10585,2214,12799
88,1611,1699
-341,1641,1300
1090,1809,2900
-487,1587,1099
-616,1578,962
414,1485,1900
1594,1705,3300
-347,1206,858
5496,3503,9000
-259,1959,1699
12446,2953,15400
1093,2606,3699
-1765,3565,1800
-1562,2662,1099
-710,2210,1500
-570,1423,853
2487,1812,4300
-801,2101,1300
-409,1509,1099
502,1697,2199
1217,2982,4200
-730,2030,1300
24,1575,1599
-178,1083,904
-1275,1734,459
1162,1437,2600
-567,1028,461
-1509,2609,1099
-531,1324,792
-53,3753,3699
-2241,3741,1500
-14,2114,2100
-1533,2633,1099
-247,1158,910
-2665,3497,832
-1175,1925,749
202,2297,2499
-1063,2663,1599
-398,1227,829
604,1095,1699
-192,997,805
1493,1706,3200
931,1068,1999
6669,1130,7799
-99,1099,999
-904,1904,999
-1345,2345,999
-1329,2304,975
-374,1774,1399
-196,982,786
-169,1369,1200
-761,1961,1200
305,1694,1999
-215,1202,987
-669,1669,999
727,1572,2300
-556,1956,1399
-964,2364,1399
-663,1963,1300
-831,1364,532
-1632,3532,1900
-428,1174,745
280,1519,1800
5621,1578,7199
704,1795,2499
-468,2568,2100
6888,1311,8199
573,1626,2199
-952,2952,1999
-169,1169,999
-368,1568,1200
-654,1651,996
-140,1088,947
-1849,4649,2799
8524,3275,11799
385,1614,1999
2709,1490,4200
-341,1541,1200
160,1239,1399
3602,1797,5400
-1000,1869,869
-1378,2378,999
-1604,2804,1200
-518,1518,999
86,913,999
1539,1060,2600
-555,1655,1099
3471,1128,4600
-799,1899,1099
320,979,1300
-729,1516,786
-779,2279,1500
5125,1274,6399
259,1440,1699
12647,1152,13799
-507,2007,1500
-194,993,799
-980,2180,1200
-1016,2116,1099
5459,2240,7700
134,2065,2199
-201,1083,882
768,3431,4200
-552,1275,723
6152,3747,9899
-95,1995,1900
-304,1504,1200
-236,1336,1099
1428,2171,3599
12,1187,1200
-527,1627,1099
3445,2554,5999
-974,1929,955
-536,1736,1200
465,1834,2300
48,1051,1099
8207,1192,9399
-551,1105,554
1091,1808,2900
45,1454,1500
-657,3657,2999
-115,1115,999
-454,1073,619
115,1184,1300
-1278,1968,689
8943,1356,10300
-983,2083,1099
4513,3186,7700
-675,2075,1399
-293,2393,2100
-1230,2430,1200
5583,1616,7199
2466,1133,3599
3438,961,4400
-390,1250,859
-1979,2734,755
-525,1024,499
-556,1756,1200
-3946,5346,1399
15,2584,2600
-965,1086,121
523,1876,2400
214,1285,1500
1277,1122,2400
-2066,2708,642
-35,1235,1200
-72,2272,2199
646,1053,1699
-412,1162,749
-239,1239,999
-2352,3452,1099
3664,1735,5400
3832,2467,6299
-780,1565,784
-228,1228,999
-296,1596,1300
-585,1248,663
110,1389,1500
-271,1671,1399
682,1717,2400
1601,1398,2999
-434,1534,1099
-362,1562,1200
598,2001,2600
-166,1016,850
-749,1309,559
208,1291,1500
867,1132,1999
738,1861,2600
-997,1752,755
4,1695,1699
-195,2495,2300
-324,1145,820
213,986,1200
-385,1058,673
-819,1811,991
-785,1484,698
-400,1295,895
-1680,3080,1399
-783,1779,995
-230,1530,1300
-769,1752,982
-216,1169,952
-442,1383,940
-319,1419,1099
-54,1054,999
-1565,2665,1099
-1278,2278,999
-573,1086,512
-609,1267,658
-1233,2433,1200
-231,3631,3399
-563,1169,605
5307,2192,7500
-925,1719,794
788,1911,2699
441,1558,1999
-870,1372,501
767,1132,1900
-209,987,777
-802,1501,698
293,1206,1500
-80,1180,1099
-83,968,884
401,1098,1500
-1176,2276,1099
-441,1223,782
-193,1144,951
6386,2113,8500
3280,1319,4600
-293,997,703
1986,1913,3899
-68,1568,1500
10024,1775,11799
-473,1873,1399
-1095,2195,1099
-513,2113,1599
-195,1995,1800
-182,1482,1300
605,2094,2699
175,1524,1699
-12,1512,1500
648,1951,2600
1404,1395,2799
-273,950,677
-896,3596,2699
1212,1987,3200
-1628,2041,413
-717,1617,900
-498,1315,817
-994,3094,2100
-866,1547,680
315,1384,1699
-718,1429,710
1197,1802,2999
-614,1201,587
58,1341,1399
-770,1440,669
-419,1619,1200
-132,1096,964
-37,1237,1200
37,1162,1200
51,2048,2100
-932,2032,1099
-1000,1695,694
-1871,2861,990
2155,2644,4800
12108,1991,14100
800,3299,4099
1550,2949,4500
-921,1921,999
-495,1239,743
-1192,2692,1500
-181,1181,999
5271,2128,7400
681,1618,2300
2328,1071,3399
-735,2135,1399
333,1166,1500
-725,1334,609
443,1156,1599
2338,2361,4699
-603,1343,739
-1066,2048,981
1307,1892,3200
-281,1099,817
173,1726,1900
-225,1325,1099
624,1675,2300
1943,1156,3099
-881,1859,978
1000,1199,2199
-611,1254,642
-851,1699,848
113,1186,1300
1474,1025,2499
-954,2254,1300
-127,1127,999
-1049,1816,766
14635,2264,16899
-523,1213,689
-1690,2444,754
11822,1377,13200
303,1296,1599
-32,1132,1099
-232,1332,1099
-490,1590,1099
-1405,2043,637
514,1185,1699
-646,2146,1500
5100,2399,7500
-647,1250,603
-527,1156,629
-945,1663,717
442,1257,1699
-1252,2174,922
1849,1450,3300
-1593,4293,2699
-647,1135,488
-1205,1876,671
-1211,2611,1399
-770,2270,1500
-269,1469,1200
-904,2204,1300
234,1965,2199
-631,1831,1200
-1251,1886,635
3523,3076,6600
-153,2053,1900
-617,1470,853
-1605,2123,517
1708,1591,3300
-681,1288,607
-858,1601,743
-1245,2060,815
278,1521,1800
774,1325,2100
-404,1222,817
708,1091,1800
-577,1418,841
-1042,2342,1300
-612,1511,898
-680,1240,559
-485,1785,1300
-641,1209,568
2025,1174,3200
582,2017,2600
91,1808,1900
-753,1534,781
-254,1354,1099
-849,1443,594
-1998,2699,701
-348,1172,824
-1221,2421,1200
-220,1620,1399
-583,1450,866
-906,1597,691
141,1358,1500
-685,1516,831
1996,2503,4500
2109,1890,3999
-389,2689,2300
181,1118,1300
12594,2405,15000
-21,1721,1699
10583,1216,11799
-762,1544,782
1889,1410,3300
-803,2003,1200
-500,1700,1200
-209,1020,811
-949,2149,1200
296,1103,1399
-615,1476,860
369,2130,2499
-446,1124,677
-478,1778,1300
-1222,2030,807
-281,1005,723
10553,1746,12299
828,971,1800
9776,1623,11399
-306,1127,820
-637,1571,934
-395,1895,1500
1697,1502,3200
-317,1317,999
-1185,2285,1099
-621,1558,936
62,1237,1300
-409,1015,605
89,1310,1399
977,1422,2400
7132,1467,8600
12953,3246,16200
-700,1263,563
-935,2535,1599
-793,1893,1099
-312,1089,776
-1544,2544,999
-282,1035,752
-599,1493,893
9841,1958,11799
-97,1197,1099
-703,1703,999
212,887,1099
92,1107,1200
4809,2290,7099
3141,3258,6399
1137,2462,3599
-876,2376,1500
268,1531,1800
-549,1402,853
-1158,1739,580
4570,1429,5999
-796,1699,903
883,1816,2699
-680,1452,772
-411,1328,916
-39,1139,1099
-253,1353,1099
1061,2038,3099
-522,1309,786
-1350,3350,1999
223,1176,1399
4922,2277,7199
-757,1757,999
-543,1491,947
57,1942,1999
8405,1794,10199
60,2139,2199
-945,2345,1399
-741,1678,936
-1133,2833,1699
-1029,1745,716
-879,1879,999
0,1699,1699
-637,1637,999
2206,1293,3499
262,1637,1900
3223,1176,4400
-419,1819,1399
-1083,2583,1500
-104,2104,1999
-519,1457,937
-541,1098,557
943,1156,2100
422,1377,1800
-254,1016,762
86,1413,1500
-496,1250,754
-578,1778,1200
-1200,2700,1500
-467,1254,786
-311,1411,1099
-560,1960,1399
334,1865,2199
3442,1757,5200
3737,3562,7300
-425,1525,1099
-362,1184,821
-704,2504,1800
-1380,1842,461
-247,1947,1699
-439,2139,1699
-1964,3464,1500
547,2952,3499
-1190,2490,1300
-724,2124,1399
-439,1266,826
137,1462,1599
-53,3753,3699
-1141,2541,1399
-1033,2433,1399
4995,1704,6699
140,3959,4099
203,1296,1500
-898,2198,1300
-847,2147,1300
-879,2179,1300
-1468,2281,812
-1121,2074,952
15319,3380,18699
151,2048,2199
-330,1430,1099
-856,2056,1200
-141,2641,2499
-734,1524,790
-700,1900,1200
44,1855,1900
-326,1526,1200
11654,2245,13900
-754,2154,1399
-399,1399,999
-1261,2661,1399
116,1783,1900
210,1989,2199
2755,1344,4099
-51,1451,1399
-34,1234,1200
-483,1983,1500
-1124,1977,853
-125,1925,1800
410,1689,2100
-1177,2577,1399
-492,1692,1200
3153,1946,5100
-969,2269,1300
-204,1504,1300
158,1241,1399
1603,1796,3399
4894,4105,9000
-379,1479,1099
-840,1765,924
-60,2060,1999
992,1407,2400
14776,2423,17200
2779,2320,5100
-824,1730,906
-1199,2499,1300
-1515,2715,1200
1546,1753,3300
-1086,2786,1699
747,1452,2199
-1329,2429,1099
-315,991,676
1112,1187,2300
-502,1398,895
-502,1199,697
-1015,1488,472
-1730,3330,1599
8765,2734,11499
682,1117,1800
-1316,1827,511
-349,1139,790
73,1226,1300
-974,1528,554
-1221,2214,993
123,1076,1200
1988,1111,3099
-1499,2060,560
-271,1193,922
1437,2862,4300
597,1302,1900
1315,1984,3300
-886,1590,703
222,1077,1300
-233,1152,918
-220,1220,999
-144,1844,1699
-659,1515,855
9698,2801,12500
2520,1979,4500
208,1191,1399
-133,1633,1500
-546,1546,999
-210,1172,962
94,1205,1300
195,2204,2400
239,1260,1500
-649,1313,663
-257,1041,783
-1529,2629,1099
-248,1150,902
-438,1938,1500
389,1810,2199
-562,1762,1200
-1934,3634,1699
215,1684,1900
-1101,1664,563
-407,1507,1099
-441,1338,896
13277,3522,16800
-872,1549,677
-508,1164,655
-556,1188,632
-97,1297,1200
-766,3666,2900
12377,1222,13599
-99,1399,1300
525,3374,3899
3474,1625,5100
-554,1242,687
-74,987,912
707,1292,1999
1723,1876,3599
-350,1080,730
773,1826,2600
-526,1156,630
205,1094,1300
-572,1872,1300
-1920,2447,527
101,1798,1900
182,1217,1399
2035,2064,4099
1280,2219,3499
-35,1235,1200
-624,1542,918
1809,2290,4099
-409,2009,1599
999,1200,2199
6517,1982,8500
1627,1172,2799
-962,1846,883
-903,2103,1200
13617,2482,16100
885,1814,2699
-438,1538,1099
6789,2010,8800
1099,1500,2600
-336,1936,1599
-540,2040,1500
-463,1463,999
-425,1355,929
1050,1649,2699
-201,1301,1099
350,1349,1699
-15,1315,1300
668,1431,2100
-372,1177,805
-319,1519,1200
5366,1433,6799
-71,895,824
2276,2723,5000
-825,1558,732
-1975,2733,758
-35,954,918
1339,1460,2799
-42,1042,999
-922,2122,1200
-691,1503,812
1186,1113,2300
764,1035,1800
-673,1773,1099
-816,2216,1399
-500,1700,1200
312,1387,1699
10116,1983,12100
276,923,1200
-911,2111,1200
316,1183,1500
1844,1355,3200
-830,1311,480
15534,1165,16699
-572,3572,2999
-940,2440,1500
-2610,3494,883
-406,1256,850
-121,1321,1200
-747,1747,999
2275,2524,4800
9004,1295,10300
2907,1892,4800
-677,1227,549
76,1523,1599
-256,982,725
-872,1572,699
-392,1283,890
-1041,1642,601
-546,1075,529
-1076,2376,1300
5281,1418,6699
4840,959,5799
-440,1372,931
-383,1329,945
5222,1177,6399
797,1602,2400
10177,1922,12100
-96,2096,1999
-855,1630,775
65,1034,1099
3828,2071,5899
-795,1795,999
-1131,3031,1900
-440,1440,999
416,1783,2199
-253,1353,1099
-430,1830,1399
-1502,2247,745
-3031,3299,267
-517,1617,1099
-199,1062,862
370,1729,2100
-112,1020,908
62,1837,1900
247,2152,2400
-2172,2738,566
619,1680,2300
-210,3210,2999
-1117,2517,1399
-57,2657,2600
15,1084,1099
-1030,1611,580
-1471,2571,1099
2753,1846,4600
-668,1768,1099
-766,2566,1800
-1007,1625,617
-616,1443,826
-1276,2064,788
-159,1259,1099
-545,1351,805
2042,1957,3999
-193,1052,858
-382,2582,2199
135,1564,1699
-1059,1966,906
-440,1381,940
8798,1601,10400
9161,1438,10599
-10,1210,1200
-528,1308,780
-1262,2962,1699
-4733,5242,508
-613,1018,404
-190,1182,991
208,1891,2100
-167,1467,1300
620,2079,2699
596,2403,2999
-748,1848,1099
-972,2172,1200
433,1066,1500
-771,1871,1099
682,1917,2600
-782,1882,1099
-577,1127,549
-857,2057,1200
5360,2039,7400
-284,1484,1200
-483,1101,617
248,1051,1300
538,1161,1699
-836,1300,464
-1008,1562,554
-1336,2043,707
-2586,3090,504
6224,1675,7899
-322,1023,701
5427,1472,6899
-1286,2686,1399
155,1244,1399
-734,1208,474
563,1136,1699
-524,1505,981
-968,1953,985
1804,1395,3200
-2201,2828,627
432,3167,3599
-737,1737,999
-1195,2495,1300
-1174,2088,913
-988,2588,1599
1086,2113,3200
870,1529,2400
-503,1486,982
-1490,2890,1399
63,1636,1699
-405,1805,1399
95,1404,1500
193,1206,1399
-1542,2517,975
-836,1836,999
-689,1528,838
-1983,2591,608
-1057,1748,691
-290,1490,1200
1692,2907,4600
1511,1888,3399
-904,1675,770
2403,4096,6499
2893,1806,4699
681,1318,1999
2109,1590,3699
-1179,1997,817
-1637,2536,898
-1131,1928,797
-1816,2802,985
-317,2117,1800
-97,1897,1800
-1311,2611,1300
-139,1539,1399
-1232,2128,895
1449,1550,2999
-1430,2217,786
-232,1332,1099
-414,1279,864
-732,1586,854
-230,1630,1399
-978,1621,642
15292,2307,17599
-897,1897,999
-1575,2775,1200
-283,1683,1399
444,955,1399
-466,1308,841
5331,2668,8000
-210,1810,1599
993,3406,4400
-301,1235,934
-1364,2290,926
-492,1489,996
532,1167,1699
-165,1047,882
1891,1408,3300
1771,2128,3899
-978,2078,1099
-157,1257,1099
134,1265,1399
2588,1611,4200
-15,1315,1300
1446,3653,5100
224,1675,1900
-507,1039,532
-322,1206,883
-1740,2438,698
-641,1138,497
309,1490,1800
1459,2040,3499
44,1555,1599
-900,1377,477
-942,1866,923
-1934,2618,683
-1629,2545,915
-483,1983,1500
-1532,2141,609
-1147,2022,874
-956,1646,689
-1305,2174,869
-634,1630,995
-526,1456,929
-1763,2549,786
-1499,2197,698
-906,1576,669
-1131,1859,728
-854,2354,1500
-668,1668,999
-328,1428,1099
471,1128,1599
-423,1723,1300
1280,1919,3200
-637,1216,579
224,1075,1300
-638,1738,1099
-763,1963,1200
2707,2392,5100
61,1738,1800
-568,1768,1200
-567,1277,710
-1176,2134,957
-63,1025,962
1517,2882,4400
21,2778,2799
-952,1607,654
-251,1651,1399
-408,1160,752
-535,1293,758
10620,4879,15500
1940,2859,4800
-1602,2118,516
-1221,2921,1699
-247,1014,766
1320,1179,2499
-864,1716,851
825,1374,2199
-938,1529,591
2250,2849,5100
-2955,3557,601
-491,1391,900
1303,1096,2400
12999,1200,14199
-1035,2235,1200
-113,1313,1200
-356,1356,999
44,1655,1699
2543,2056,4600
214,1585,1800
-145,1245,1099
1601,1698,3300
-221,1621,1399
-265,2365,2100
1849,1950,3800
-655,1231,576
-321,1321,999
341,1358,1699
-295,1016,721
-226,1079,853
2509,1390,3899
199,1100,1300
-108,1408,1300
-279,1379,1099
-206,1506,1300
-616,2516,1900
-49,3249,3200
-388,1273,884
994,2305,3300
-1263,2363,1099
1424,1775,3200
-895,1717,821
-1143,2343,1200
-1790,2654,863
-1394,2331,936
697,1202,1900
-909,2009,1099
-145,1113,967
-367,1967,1599
355,1344,1699
1546,1153,2699
-1460,2360,900
-833,1530,697
2977,1422,4400
-1514,2514,999
-1549,2397,848
-376,1141,765
-319,1419,1099
-945,1721,776
-679,1385,705
-207,1176,969
18952,2647,21600
-253,1353,1099
-360,1360,999
788,1011,1800
12262,2537,14800
-1122,2522,1399
-334,1022,687
-284,1484,1200
-683,1983,1300
-350,2050,1699
-170,943,773
-1168,1888,720
12243,1156,13399
2134,3165,5299
-472,1262,790
272,1327,1599
380,1119,1500
707,1992,2699
-477,1447,970
-550,2650,2100
-560,1760,1200
832,1667,2499
359,2340,2699
-757,1720,963
-112,1712,1599
-1540,3140,1599
-566,1866,1300
-95,1395,1300
-133,2133,1999
-505,3005,2499
-161,1861,1699
-42,1242,1200
-234,1334,1099
1111,1788,2900
-681,1781,1099
4354,1945,6299
1766,1833,3599
-586,2786,2199
-519,1360,841
135,1964,2100
3955,1944,5899
-1271,2371,1099
-113,1413,1300
11391,2508,13900
14,2185,2199
282,1417,1699
1984,1215,3200
2435,3864,6299
-389,1589,1200
-861,1849,988
2,1297,1300
-292,1292,999
-420,1520,1099
2591,4108,6699
17416,3283,20699
-496,1796,1300
143,1856,1999
-223,1212,989
1355,2844,4200
47,1252,1300
-1017,2617,1599
2841,2358,5200
151,1648,1800
1553,1346,2900
-634,1734,1099
-386,2186,1800
-420,1520,1099
-538,1106,568
295,1304,1599
-441,1841,1399
84,1015,1099
-640,1434,794
-859,1859,999
-2,1402,1399
1685,1914,3599
-517,1266,748
-864,1502,637
2837,2562,5400
-617,2117,1500
155,1944,2100
407,1192,1599
-342,1310,967
-619,3319,2699
944,1855,2799
6,993,999
-1664,2451,786
-458,1035,577
-541,1350,808
-1334,2080,745
-500,2200,1699
-164,2364,2199
6458,1441,7899
321,1378,1699
401,1498,1900
-795,1462,666
-143,1002,858
1154,2045,3200
-357,1657,1300
816,2183,2999
-861,1581,720
-562,1321,759
126,1073,1200
248,1351,1599
-201,1401,1200
225,1574,1800
146,1453,1599
-13,944,931
