Difference,Predicted,Test Data
-445,1200,755
824,1975,2799
6031,1368,7400
460,1739,2199
14264,1835,16100
175,1324,1500
-938,2038,1099
206,1793,1999
-262,1262,999
-1052,1828,776
347,1552,1900
2499,1700,4200
1649,1550,3200
-350,2250,1900
-702,1902,1200
-410,1810,1399
-230,1158,928
2533,1866,4400
-233,2433,2199
-603,1135,532
-872,1594,721
-481,1292,811
-506,1370,863
-495,1240,745
234,1365,1599
-3401,4375,974
11556,1843,13399
-888,2988,2100
-822,1922,1099
-380,2380,1999
-438,2038,1599
-539,2039,1500
452,2147,2600
282,1517,1800
288,1211,1500
-724,1536,812
-1459,2386,926
2296,2003,4300
-516,1616,1099
4755,2244,6999
-604,1178,574
5405,2194,7600
-370,1235,864
-803,1675,872
2072,1227,3300
-628,1194,566
-260,1260,999
-104,1704,1599
5167,2732,7899
-404,1504,1099
-437,1321,883
1834,1765,3599
126,1873,1999
297,2202,2499
1469,1430,2900
-764,1464,699
-236,1336,1099
-668,1206,538
-440,1157,716
300,1099,1399
-1172,2572,1399
236,1463,1699
-113,1113,999
-3,2203,2199
-707,1506,799
911,1888,2799
5093,2206,7300
-226,1326,1099
-847,1371,523
-663,1310,647
-610,1506,895
-348,1648,1300
297,2102,2400
-1549,2849,1300
2640,1559,4200
-212,2312,2100
-103,1303,1200
-388,1488,1099
-856,1434,578
3929,1770,5699
-1371,1973,601
-679,1334,654
4956,1443,6399
-1267,2183,915
-539,1939,1399
-668,2568,1900
628,2671,3300
-1657,2490,833
-601,1345,743
798,1801,2600
-314,2514,2199
-451,1951,1500
-311,1232,921
-278,2078,1800
-351,1264,912
2823,2076,4900
364,1635,1999
-57,1257,1200
-280,1680,1399
-732,2032,1300
-1001,2201,1200
-417,2217,1800
-447,1547,1099
-771,1871,1099
-422,1329,906
-401,1398,996
-447,1194,747
1725,1374,3099
-945,2045,1099
205,1694,1900
3593,2806,6399
-51,1451,1399
1177,1422,2600
836,2363,3200
-286,1586,1300
-650,2250,1599
-474,1270,796
-643,1221,578
-735,1490,755
-455,1555,1099
-355,1455,1099
383,2916,3300
-392,1492,1099
-486,1288,802
-700,1319,619
343,1256,1599
13472,3027,16499
-463,1863,1399
384,2215,2600
321,1878,2199
1361,1438,2799
-165,1665,1500
1261,2838,4099
-265,1965,1699
-225,1425,1200
-1807,3407,1599
-432,1732,1300
561,2638,3200
-599,1699,1099
-1666,3366,1699
-37,2637,2600
-710,2710,1999
-813,1557,743
694,1905,2600
-270,2470,2199
1593,2306,3899
-762,1962,1200
-317,2117,1800
-675,1675,999
124,2675,2799
-402,1902,1500
603,1996,2600
-621,1580,959
-871,2571,1699
-694,1545,851
5250,2349,7600
-549,1649,1099
-302,2202,1900
-211,1611,1399
-956,1861,904
-710,1538,827
-1498,2998,1500
8199,3300,11499
2309,1890,4200
5739,1960,7700
1368,1931,3300
-1168,1910,742
-839,2039,1200
-607,1807,1200
-196,1496,1300
-823,1656,833
-813,2613,1800
7160,1739,8900
1091,1908,2999
-389,1689,1300
1067,2232,3300
-371,1571,1200
-247,2147,1900
2240,2359,4600
-438,1538,1099
-515,1915,1399
-970,2170,1200
-1244,2130,886
-813,1658,845
-152,1652,1500
1115,2184,3300
16480,1919,18400
1000,2499,3499
-427,1827,1399
543,2256,2799
658,1241,1900
969,1730,2699
153,1946,2100
-446,1162,716
-831,1931,1099
13824,1775,15599
-554,1314,760
4957,2242,7199
-344,1944,1599
2185,2714,4900
-297,1997,1699
-443,1350,906
-1302,2152,850
-1697,2797,1099
-240,2040,1800
742,1357,2100
8903,1496,10400
-726,2426,1699
707,2892,3599
-681,2081,1399
-1160,1597,436
4918,1581,6499
-660,1423,762
-182,1682,1500
-222,1422,1200
246,1353,1599
-284,1384,1099
-22,1222,1200
-315,1615,1300
6555,2044,8600
-783,1495,712
-94,1494,1399
6962,1437,8400
343,1256,1599
-521,1189,667
194,1105,1300
281,2018,2300
-650,1373,723
-293,1593,1300
2383,2416,4800
743,2356,3099
136,1363,1500
-1221,2080,858
-597,1486,889
-260,2160,1900
-113,1513,1399
-1844,2548,703
71,1528,1599
-406,1506,1099
4514,1585,6099
-395,1165,769
997,1502,2499
-965,2065,1099
-760,1693,933
-992,1844,851
6135,2664,8800
6238,1361,7600
-487,1787,1300
-552,2252,1699
-1080,2078,998
-68,1768,1699
-185,1985,1800
-1271,2871,1599
-433,1633,1200
116,1783,1900
1031,1668,2699
-1235,2097,861
126,1273,1399
7674,2825,10499
-649,1426,776
311,1088,1399
-446,1546,1099
-628,1928,1300
-258,1658,1399
60,1239,1300
-63,1163,1099
740,1659,2400
1056,1843,2900
3026,2173,5200
-653,1563,909
-270,1182,911
-856,1956,1099
264,1835,2100
-682,1641,959
-822,1727,904
-489,1316,826
-2323,2554,230
-1647,2574,926
3791,1108,4900
4546,1253,5799
-238,1438,1200
2337,2262,4600
-658,1558,900
-574,1306,731
-179,1879,1699
1234,1365,2600
-145,1033,888
928,1471,2400
705,1994,2699
654,2645,3300
-444,1374,929
-247,1547,1300
2444,1555,3999
1489,1910,3399
-1308,2101,792
11757,1742,13499
-600,1127,527
-157,1257,1099
1049,1450,2499
-332,1332,999
797,2102,2900
-1223,2116,892
-464,1764,1300
2512,1787,4300
-1280,2380,1099
-449,1749,1300
17244,2155,19400
-1872,2343,471
192,1207,1399
-466,1766,1300
-376,2476,2100
-118,1019,900
-234,1234,999
-473,1394,921
-289,1289,999
-238,1338,1099
8028,1871,9899
-1803,2199,396
-1200,1871,671
-560,1860,1300
-277,1138,860
-361,1761,1399
-691,1344,653
-772,1224,452
742,1157,1900
-191,2091,1900
-238,1338,1099
-241,1341,1099
-829,1209,380
-525,1625,1099
-910,1627,716
-613,1508,895
-464,1564,1099
262,1437,1699
1198,2301,3499
2355,2044,4400
-490,1490,999
5213,2086,7300
-1034,2334,1300
-392,1097,705
1639,1760,3399
-1885,2324,439
-1120,1683,563
345,1754,2100
-1069,2369,1300
177,1222,1399
-837,1405,568
-202,1176,974
1589,1710,3300
-657,1957,1300
-189,1189,999
-437,1094,656
841,1358,2199
-256,1556,1300
42,1257,1300
2899,1700,4600
6168,1931,8099
2114,1385,3499
-456,1236,780
2374,1425,3800
-423,1282,858
-505,1354,849
2342,1957,4300
-313,1177,863
-652,1752,1099
760,1139,1900
-800,1798,998
16320,1179,17500
-851,2651,1800
797,1302,2100
7,1192,1200
2222,2177,4400
302,3097,3399
-644,1190,546
1838,1561,3399
-345,1745,1399
52,1347,1399
-601,1901,1300
-285,1585,1300
-97,1197,1099
-265,1228,963
448,1951,2400
2807,2392,5200
-342,1282,940
2453,4246,6699
864,1335,2199
-1498,2441,943
467,2532,2999
-810,1360,549
-2235,3235,999
-367,1095,728
-295,1263,967
-411,1369,957
-42,1012,970
705,1194,1900
-568,1403,834
-537,2037,1500
9315,2084,11399
-256,1242,985
-564,1764,1200
-213,1200,987
-1386,2486,1099
-43,1143,1099
-968,1602,633
2623,1576,4200
3791,1808,5600
-793,1667,873
1441,1258,2699
-353,1453,1099
-609,984,374
-490,2090,1599
936,2063,2999
-717,1285,568
-1101,1434,333
-1311,1827,516
-24,1224,1200
12,1187,1200
-1189,2289,1099
-365,963,597
-41,2041,1999
-1043,2343,1300
-105,1205,1099
-247,1244,996
-334,1175,841
198,1501,1699
-588,1788,1200
-250,1350,1099
-502,1435,933
-424,1179,755
-130,2030,1900
-2266,2690,424
8899,1300,10199
-127,1327,1200
-256,2056,1800
-652,1442,790
802,1497,2300
-428,1828,1399
1035,1864,2900
-875,3075,2199
-624,2024,1399
159,1240,1399
-1280,2058,777
1523,1076,2600
-84,1084,999
200,1299,1500
-42,1342,1300
-1005,2005,999
-587,1480,892
-391,1341,950
-763,2163,1399
1856,2643,4500
-928,1896,967
-770,1770,999
7237,1862,9100
547,2252,2799
-296,1165,869
-1023,1722,698
-620,1720,1099
878,1721,2600
3335,1764,5100
-313,1191,878
343,1256,1599
-439,1347,908
-595,1198,603
34,1865,1900
-3,1403,1399
-1120,2520,1399
-858,1508,649
-170,1870,1699
-356,2356,1999
-396,1358,962
-174,1274,1099
-440,1303,862
-252,1452,1200
-529,1409,879
-303,1703,1399
-509,1247,738
-264,1464,1200
219,1880,2100
-495,1218,723
-691,1409,717
-248,1055,807
-240,1940,1699
-155,1155,999
9964,1935,11899
-183,1683,1500
-316,1144,827
-1319,2271,951
-1,1201,1200
1703,1296,2999
-496,1105,609
59,1740,1800
374,1925,2300
-979,1742,762
613,2386,2999
7265,2034,9300
-185,1185,999
-368,1173,805
545,1554,2100
38,1261,1300
341,1258,1599
-146,1346,1200
-284,1231,947
1275,1624,2900
-535,1935,1399
-823,1923,1099
10432,1867,12299
16074,1425,17500
-612,2312,1699
-1285,2585,1300
-617,1273,655
1013,1286,2300
-277,1377,1099
-653,1206,553
-768,1491,723
6048,1851,7899
-1324,2092,768
-70,2670,2600
90,1309,1399
-262,1962,1699
-100,1600,1500
1038,1261,2300
-315,1415,1099
-1938,2703,765
4339,2160,6499
2020,1679,3699
-85,1285,1200
-168,1568,1399
-451,1326,874
-424,2024,1599
-194,1394,1200
-540,1341,801
952,1947,2900
-735,1501,765
2250,1349,3599
11682,2517,14199
-789,1889,1099
-576,1335,759
-417,1140,723
-235,1535,1300
-883,1571,687
128,1171,1300
-90,1390,1300
219,2080,2300
965,1734,2699
-44,1544,1500
-251,1451,1200
-615,1815,1200
151,2748,2900
895,1304,2199
-183,1383,1200
451,2148,2600
462,2537,2999
-201,1501,1300
-69,1869,1800
2925,3074,5999
-269,1254,985
-690,1173,482
-237,1637,1399
2217,2082,4300
-862,2262,1399
-68,1368,1300
-140,1340,1200
616,1983,2600
7049,1850,8900
-979,2079,1099
1274,1325,2600
-195,1495,1300
-60,1460,1399
-599,1057,458
-796,1495,698
-168,1968,1800
1206,1693,2900
-436,1736,1300
732,2167,2900
60,1339,1399
-483,2383,1900
-219,1719,1500
-313,1413,1099
812,1387,2199
-295,1795,1500
-1203,2603,1399
1144,1755,2900
-1091,3891,2799
11229,2570,13799
-941,2841,1900
30,1569,1599
113,4086,4200
-208,1908,1699
-2119,3219,1099
-339,3139,2799
-291,1391,1099
-946,1665,719
256,2643,2900
-405,1605,1200
-434,1634,1200
-159,1759,1599
-665,1765,1099
515,2484,2999
487,3912,4400
-521,1521,999
-1621,3621,1999
-384,1684,1300
-390,1590,1200
1186,2813,3999
576,2523,3099
252,1847,2100
1422,2277,3699
-900,2500,1599
-957,1957,999
-344,1644,1300
-481,1881,1399
979,2320,3300
-537,1837,1300
-621,1516,895
90,1909,1999
10286,2513,12799
-33,1733,1699
-447,1747,1300
1011,1888,2900
-629,1729,1099
-1094,2056,962
-263,2163,1900
932,2367,3300
-617,1476,858
5839,3160,9000
118,1581,1699
12315,3084,15400
148,3551,3699
-1424,3224,1800
-733,1833,1099
-61,1561,1500
-1655,2508,853
2236,2063,4300
-612,1912,1300
-380,1480,1099
-43,2243,2199
-23,4223,4200
-565,1865,1300
-305,1905,1599
-565,1470,904
-911,1370,459
1197,1402,2600
-723,1184,461
-1782,2882,1099
-567,1360,792
2142,1557,3699
-1319,2819,1500
-269,2369,2100
-1291,2391,1099
-445,1356,910
-1797,2629,832
-1231,1981,749
60,2439,2499
-291,1891,1599
-659,1488,829
241,1458,1699
-684,1489,805
1813,1386,3200
706,1293,1999
6531,1268,7799
-227,1227,999
-771,1771,999
-525,1525,999
-1036,2011,975
-353,1753,1399
-646,1432,786
-186,1386,1200
-262,1462,1200
-343,2343,1999
-460,1447,987
-624,1624,999
1036,1263,2300
-622,2022,1399
-848,2248,1399
-481,1781,1300
-831,1364,532
-297,2197,1900
-630,1376,745
342,1457,1800
5829,1370,7199
551,1948,2499
-344,2444,2100
6827,1372,8199
511,1688,2199
-410,2410,1999
-360,1360,999
-291,1491,1200
-379,1376,996
-575,1523,947
-485,3285,2799
9508,2291,11799
262,1737,1999
2677,1522,4200
-148,1348,1200
-7,1407,1399
3398,2001,5400
-1292,2161,869
-1283,2283,999
-1085,2285,1200
-443,1443,999
-235,1235,999
1122,1477,2600
-212,1312,1099
3224,1375,4600
-215,1315,1099
-46,1346,1300
-732,1519,786
162,1337,1500
4969,1430,6399
366,1333,1699
12541,1258,13799
-461,1961,1500
-477,1276,799
-412,1612,1200
-704,1804,1099
5628,2071,7700
-204,2404,2199
-277,1159,882
2165,2034,4200
-473,1196,723
6922,2977,9899
-99,1999,1900
-264,1464,1200
-439,1539,1099
1728,1871,3599
-280,1480,1200
-627,1727,1099
3524,2475,5999
-1163,2118,955
-831,2031,1200
308,1991,2300
-159,1259,1099
7812,1587,9399
-679,1233,554
1534,1365,2900
-60,1560,1500
875,2124,2999
-216,1216,999
-479,1098,619
74,1225,1300
-1343,2033,689
8752,1547,10300
-568,1668,1099
5783,1916,7700
-676,2076,1399
194,1905,2100
-676,1876,1200
5461,1738,7199
2353,1246,3599
2622,1777,4400
-387,1247,859
-1276,2031,755
-703,1202,499
-841,2041,1200
-1566,2966,1399
997,1602,2600
-1185,1306,121
583,1816,2400
369,1130,1500
1344,1055,2400
-1071,1713,642
94,1105,1200
754,1445,2199
521,1178,1699
-413,1163,749
-235,1235,999
-1137,2237,1099
3554,1845,5400
4240,2059,6299
-817,1602,784
-303,1303,999
7,1292,1300
-648,1311,663
-311,1811,1500
-374,1774,1399
984,1415,2400
1565,1434,2999
-666,1766,1099
99,1100,1200
1442,1157,2600
-458,1308,850
-1110,1670,559
64,1435,1500
846,1153,1999
831,1768,2600
-1348,2103,755
145,1554,1699
202,2097,2300
-390,1211,820
52,1147,1200
-362,1035,673
-1543,2535,991
-709,1408,698
-370,1265,895
-1013,2413,1399
-944,1940,995
134,1165,1300
-766,1749,982
-384,1337,952
-326,1267,940
89,1010,1099
-259,1259,999
-862,1962,1099
-1042,2042,999
-765,1278,512
-675,1333,658
-889,2089,1200
1280,2119,3399
-1068,1674,605
6337,1162,7500
-916,1710,794
370,2329,2699
288,1711,1999
-873,1375,501
690,1209,1900
-425,1203,777
-705,1404,698
288,1211,1500
-108,1208,1099
-299,1184,884
275,1224,1500
-1016,2116,1099
-693,1475,782
-246,1197,951
6343,2156,8500
3238,1361,4600
-436,1140,703
2401,1498,3899
-112,1612,1500
10211,1588,11799
-12,1412,1399
-750,1850,1099
-217,1817,1599
-45,1845,1800
-477,1777,1300
1001,1698,2699
162,1537,1699
-355,1855,1500
848,1751,2600
1456,1343,2799
-506,1183,677
245,2454,2699
1860,1339,3200
-1017,1430,413
-492,1392,900
-389,1206,817
191,1908,2100
-784,1465,680
509,1190,1699
-469,1180,710
1174,1825,2999
-866,1453,587
105,1294,1399
-446,1116,669
-130,1330,1200
-212,1176,964
-392,1592,1200
110,1089,1200
-52,2152,2100
-1105,2205,1099
-710,1405,694
-1526,2516,990
2611,2188,4800
12770,1329,14100
2142,1957,4099
2132,2367,4500
-713,1713,999
-591,1335,743
-662,2162,1500
-269,1269,999
5140,2259,7400
789,1510,2300
2165,1234,3399
-395,1795,1399
-8,1508,1500
-573,1182,609
218,1381,1599
3085,1614,4699
-413,1153,739
-800,1782,981
1779,1420,3200
-391,1209,817
-173,2073,1900
-1018,2118,1099
793,1506,2300
1857,1242,3099
-1085,2063,978
809,1390,2199
-546,1189,642
-557,1405,848
10,1289,1300
1083,1416,2499
-736,2036,1300
-328,1328,999
-325,1092,766
15090,1809,16899
-653,1343,689
-1133,1887,754
11830,1369,13200
-145,1745,1599
-343,1443,1099
-118,1218,1099
-373,1473,1099
-509,1147,637
489,1210,1699
-780,2280,1500
4757,2742,7500
-600,1203,603
-603,1232,629
-738,1456,717
410,1289,1699
-1090,2012,922
1914,1385,3300
640,2059,2699
-785,1273,488
-1076,1747,671
-848,2248,1399
-242,1742,1500
-241,1441,1200
-861,2161,1300
440,1759,2199
-616,1816,1200
-711,1346,635
4454,2145,6600
-150,2050,1900
-522,1375,853
-1051,1569,517
1735,1564,3300
-572,1179,607
-757,1500,743
-1602,2417,815
190,1609,1800
931,1168,2100
-395,1213,817
604,1195,1800
-627,1468,841
-935,2235,1300
-607,1506,898
-675,1235,559
31,1268,1300
-621,1189,568
2001,1198,3200
766,1833,2600
143,1756,1900
-855,1636,781
-643,1743,1099
-1078,1672,594
-2408,3109,701
-348,1172,824
-775,1975,1200
-429,1829,1399
-584,1451,866
-518,1209,691
126,1373,1500
-934,1765,831
2117,2382,4500
2033,1966,3999
97,2202,2300
75,1224,1300
12938,2061,15000
-48,1748,1699
10503,1296,11799
-1546,2328,782
1808,1491,3300
-1242,2442,1200
25,1174,1200
-298,1109,811
-706,1906,1200
-24,1424,1399
-796,1657,860
544,1955,2499
-508,1186,677
-725,2025,1300
-656,1464,807
-394,1118,723
8812,3487,12299
621,1178,1800
9084,2315,11399
-1487,2308,820
-613,1547,934
159,1340,1500
1799,1400,3200
-529,1529,999
-884,1984,1099
-409,1346,936
120,1179,1300
-462,1068,605
-17,1417,1399
944,1455,2400
6451,2148,8600
13224,2975,16200
-676,1239,563
-725,2325,1599
-1090,2190,1099
-557,1334,776
-284,1284,999
-474,1227,752
-670,1564,893
9954,1845,11799
-461,1561,1099
-355,1355,999
-236,1336,1099
-158,1358,1200
4794,2305,7099
3805,2594,6399
1603,1996,3599
-267,1767,1500
579,1220,1800
-477,1330,853
-1070,1651,580
4629,1370,5999
-1207,2110,903
1014,1685,2699
-638,1410,772
-453,1370,916
-194,1294,1099
-324,1424,1099
1656,1443,3099
-566,1353,786
542,1457,1999
143,1256,1399
4548,2651,7199
-790,1790,999
-302,1250,947
-140,2140,1999
7958,2241,10199
28,2171,2199
-515,1915,1399
-726,1663,936
-437,2137,1699
-1252,1968,716
-1003,2003,999
131,1568,1699
-296,1296,999
2077,1422,3499
488,1411,1900
3042,1357,4400
-437,1837,1399
-867,2367,1500
416,1583,1999
-650,1588,937
-749,1306,557
609,1490,2100
447,1352,1800
-562,1324,762
54,1445,1500
-606,1360,754
-541,1741,1200
-808,2308,1500
-693,1480,786
-134,1234,1099
-895,2295,1399
665,1534,2199
3129,2070,5200
5192,2107,7300
-357,1457,1099
-451,1273,821
-202,2002,1800
-1111,1573,461
-769,2469,1699
-513,2213,1699
-2058,3558,1500
864,2635,3499
-1349,2649,1300
-593,1993,1399
-632,1459,826
-15,1615,1599
-565,4265,3699
-831,2231,1399
-916,2316,1399
4603,2096,6699
336,3763,4099
-119,1619,1500
-636,1936,1300
-792,2092,1300
-37413,38713,1300
-2130,2943,812
-1206,2159,952
14978,3721,18699
-318,2518,2199
-527,1627,1099
-823,2023,1200
129,2370,2499
-957,1747,790
-1476,2676,1200
-425,2325,1900
-555,1755,1200
11567,2332,13900
-926,2326,1399
-833,1833,999
-1737,3137,1399
-340,2240,1900
-248,2448,2199
2481,1618,4099
-430,1830,1399
-256,1456,1200
-1170,2670,1500
-941,1794,853
-40,1840,1800
255,1844,2100
-1015,2415,1399
-483,1683,1200
3492,1607,5100
-1153,2453,1300
-383,1683,1300
-109,1509,1399
1836,1563,3399
5824,3175,9000
-613,1713,1099
-1040,1965,924
-792,2792,1999
690,1709,2400
13995,3204,17200
2149,2950,5100
-733,1639,906
-1701,3001,1300
-1781,2981,1200
1455,1844,3300
-1153,2853,1699
400,1799,2199
-1266,2366,1099
-718,1394,676
931,1368,2300
-347,1243,895
-516,1213,697
-879,1352,472
-1246,2846,1599
9316,2183,11499
368,1431,1800
-1281,1792,511
-379,1169,790
79,1220,1300
-1289,1843,554
-1217,2210,993
113,1086,1200
1817,1282,3099
-1254,1815,560
-317,1239,922
1892,2407,4300
493,1406,1900
1497,1802,3300
-1066,1770,703
-185,1485,1300
-427,1346,918
-297,1297,999
-750,2450,1699
-748,1604,855
10170,2329,12500
3013,1486,4500
-73,1473,1399
222,1277,1500
-254,1254,999
-402,1364,962
70,1229,1300
421,1978,2400
157,1342,1500
-707,1371,663
-620,1404,783
-885,1985,1099
-383,1285,902
-544,2044,1500
283,1916,2199
-1140,2340,1200
-530,2230,1699
38,1861,1900
-713,1276,563
-214,1314,1099
-713,1610,896
14676,2123,16800
-1361,2038,677
-585,1241,655
-649,1281,632
-202,1402,1200
787,2112,2900
12276,1323,13599
-187,1487,1300
1648,2251,3899
3189,1910,5100
-968,1656,687
-297,1210,912
963,1036,1999
1745,1854,3599
-783,1513,730
799,1800,2600
-834,1464,630
-101,1401,1300
23,1276,1300
-1513,2040,527
394,1505,1900
108,1291,1399
2343,1756,4099
1165,2334,3499
-426,1626,1200
-253,1171,918
2093,2006,4099
73,1526,1599
475,1724,2199
6844,1655,8500
1441,1358,2799
-813,1697,883
-960,2160,1200
14199,1900,16100
1235,1464,2699
-554,1654,1099
7328,1471,8800
942,1657,2600
-227,1827,1599
-423,1923,1500
-309,1309,999
-521,1451,929
1203,1496,2699
-124,1224,1099
193,1506,1699
-14,1314,1300
536,1563,2100
-449,1254,805
-6,1206,1200
5372,1427,6799
-403,1227,824
2105,2894,5000
-1387,2120,732
-1396,2154,758
-264,1183,918
1550,1249,2799
-157,1157,999
-929,2129,1200
-536,1348,812
1185,1114,2300
570,1229,1800
-865,1965,1099
-555,1955,1399
-274,1474,1200
147,1552,1699
10553,1546,12100
-178,1378,1200
-370,1570,1200
320,1179,1500
2016,1183,3200
-932,1413,480
15525,1174,16699
580,2419,2999
-835,2335,1500
-1748,2632,883
-431,1281,850
0,1200,1200
-599,1599,999
2871,1928,4800
9080,1219,10300
3345,1454,4800
-775,1325,549
477,1122,1599
-314,1040,725
-457,1157,699
-392,1283,890
-917,1518,601
-624,1153,529
-669,1969,1300
4864,1835,6699
4590,1209,5799
-217,1149,931
-578,1524,945
4797,1602,6399
793,1606,2400
10176,1923,12100
-45,2045,1999
-699,1474,775
11,1088,1099
4276,1623,5899
-902,1902,999
-484,2384,1900
-511,1511,999
811,1388,2199
-27,1127,1099
20,1379,1399
-1776,2521,745
-1790,2058,267
-263,1363,1099
-121,984,862
917,1182,2100
-213,1121,908
70,1829,1900
576,1823,2400
-1793,2359,566
561,1738,2300
224,2775,2999
-514,1914,1399
529,2070,2600
-135,1235,1099
-564,1145,580
-1193,2293,1099
3002,1597,4600
-512,1612,1099
-71,1871,1800
-970,1588,617
-1046,1873,826
-1259,2047,788
-203,1303,1099
-704,1510,805
1233,2766,3999
-121,980,858
280,1919,2199
68,1631,1699
-579,1486,906
-540,1481,940
9152,1247,10400
9444,1155,10599
-32,1232,1200
-426,1206,780
-196,1896,1699
-2794,3303,508
-777,1182,404
-446,1438,991
87,2012,2100
-138,1438,1300
996,1703,2699
794,2205,2999
-795,1895,1099
-598,1798,1200
215,1284,1500
-442,1542,1099
742,1857,2600
-770,1870,1099
-808,1358,549
-304,1504,1200
5955,1444,7400
-135,1335,1200
-434,1052,617
101,1198,1300
523,1176,1699
-992,1456,464
-1679,2233,554
-481,1188,707
-1846,2350,504
6359,1540,7899
-378,1079,701
5498,1401,6899
-899,2299,1399
226,1173,1399
-874,1348,474
385,1314,1699
-417,1398,981
-810,1795,985
1930,1269,3200
-1582,2209,627
586,3013,3599
-312,1312,999
-905,2205,1300
-603,1517,913
-414,2014,1599
1191,2008,3200
1158,1241,2400
-994,1977,982
-1172,2572,1399
502,1197,1699
142,1257,1399
359,1140,1500
36,1363,1399
-922,1897,975
-950,1950,999
-443,1282,838
-1753,2361,608
-669,1360,691
-227,1427,1200
2795,1804,4600
1654,1745,3399
-708,1479,770
3889,2610,6499
2946,1753,4699
415,1584,1999
1919,1780,3699
-1404,2222,817
-970,1869,898
-1064,1861,797
-1028,2014,985
-108,1908,1800
-449,2249,1800
-793,2093,1300
-379,1779,1399
-1112,2008,895
1101,1898,2999
-1338,2125,786
-222,1322,1099
-446,1311,864
-561,1415,854
95,1304,1399
-844,1487,642
15517,2082,17599
-1458,2458,999
-1872,3072,1200
-430,1830,1399
227,1172,1399
-755,1597,841
5697,2302,8000
-240,1840,1599
1611,2788,4400
-393,1327,934
-498,1424,926
-180,1177,996
526,1173,1699
-139,1021,882
1946,1353,3300
1914,1985,3899
-549,1649,1099
-92,1192,1099
4,1395,1399
2668,1531,4200
-24,1324,1300
2175,2924,5100
392,1507,1900
-955,1487,532
-302,1186,883
-1226,1924,698
-719,1216,497
166,1633,1800
2053,1446,3499
-92,1692,1599
-875,1352,477
-358,1282,923
-1184,1868,683
-968,1884,915
-127,1627,1500
-1326,1935,609
-1000,1875,874
-1089,1779,689
-1141,2010,869
-679,1675,995
-825,1755,929
-1465,2251,786
-1288,1986,698
-646,1316,669
-753,1481,728
-880,2380,1500
-501,1501,999
-244,1344,1099
118,1481,1599
-83,1383,1300
1601,1598,3200
-832,1411,579
-237,1537,1300
-585,1685,1099
-921,2121,1200
2915,2184,5100
425,1374,1800
-123,1323,1200
-704,1414,710
-398,1356,957
-165,1127,962
2413,1986,4400
830,1969,2799
-1048,1703,654
-359,1759,1399
-406,1158,752
-335,1093,758
11742,3757,15500
2792,2007,4800
-1387,1903,516
-726,2426,1699
-377,1144,766
1330,1169,2499
-556,1408,851
648,1551,2199
-968,1559,591
3116,1983,5100
-2650,3252,601
-496,1396,900
919,1480,2400
12856,1343,14199
-719,1919,1200
102,1097,1200
-473,1473,999
-590,2290,1699
2910,1689,4600
380,1419,1800
-536,1636,1099
1667,1632,3300
-46,1446,1399
180,1919,2100
1873,1926,3800
-812,1388,576
-296,1296,999
287,1412,1699
-561,1282,721
-514,1367,853
2572,1327,3899
-292,1592,1300
-823,2123,1300
-278,1378,1099
-397,1697,1300
-1003,2903,1900
395,2804,3200
-291,1176,884
570,2729,3300
-812,1912,1099
1142,2057,3200
-1267,2089,821
-646,1846,1200
-1751,2615,863
-795,1732,936
475,1424,1900
-1311,2411,1099
-366,1334,967
14,1585,1599
235,1464,1699
1477,1222,2699
-1701,2601,900
-507,1204,697
2432,1967,4400
-1357,2357,999
-1398,2246,848
-715,1480,765
-574,1674,1099
-510,1286,776
-506,1212,705
-499,1468,969
18602,2997,21600
-305,1405,1099
-422,1422,999
596,1203,1800
12386,2413,14800
-789,2189,1399
-838,1526,687
-567,1767,1200
-921,2221,1300
-412,2112,1699
-406,1179,773
-1272,1992,720
12115,1284,13399
2781,2518,5299
-552,1342,790
267,1332,1599
341,1158,1500
244,2455,2699
-749,1719,970
-858,2958,2100
-873,2073,1200
908,1591,2499
-182,2882,2699
-521,1484,963
-680,2280,1599
-1287,2887,1599
-467,1767,1300
-99,1399,1300
-491,2491,1999
-1371,3871,2499
-655,2355,1699
-342,1542,1200
-567,1667,1099
1249,1650,2900
-453,1553,1099
3916,2383,6299
667,2932,3599
-557,2757,2199
-637,1478,841
213,1886,2100
3131,2768,5899
-2046,3146,1099
-673,1973,1300
11588,2311,13900
881,1318,2199
-139,1839,1699
1547,1652,3200
3086,3213,6299
-448,1648,1200
-880,1868,988
-191,1491,1300
-508,1508,999
-471,1571,1099
900,5799,6699
17191,3508,20699
-851,2151,1300
-79,2079,1999
-420,1409,989
1365,2834,4200
-291,1591,1300
-1383,2983,1599
2935,2264,5200
27,1772,1800
1224,1675,2900
-552,1652,1099
-1621,3421,1800
-464,1564,1099
-812,1380,568
-92,1692,1599
-603,2003,1399
-106,1206,1099
-798,1592,794
-820,1820,999
-24,1424,1399
1477,2122,3599
-601,1350,748
-664,1302,637
3465,1934,5400
-779,2279,1500
478,1621,2100
140,1459,1599
-170,1138,967
150,2549,2699
783,2016,2799
-458,1458,999
-1536,2323,786
-612,1189,577
-655,1464,808
-1170,1916,745
17,1682,1699
446,1753,2199
6751,1148,7899
531,1168,1699
132,1767,1900
-878,1545,666
-335,1194,858
1202,1997,3200
-62,1362,1300
1090,1909,2999
-667,1387,720
-488,1247,759
-368,1568,1200
163,1436,1599
-163,1363,1200
-167,1967,1800
157,1442,1599
-429,1360,931
5633,2166,7799
-1068,1883,815
-444,1944,1500
2965,1334,4300
